mouse_gene_name	mouse_gene_id	human_gene_name	human_gene_id	ID	log2fc	pvalue	adj_pvalue
Msmo1	ENSMUSG00000031604	MSMO1	ENSG00000052802	66234	0.624696486	0.000169017	0.00382457
Ctsa	ENSMUSG00000017760	CTSA	ENSG00000064601	19025	-0.423499707	0.006980631	0.03589128
Chpf	ENSMUSG00000032997	CHPF	ENSG00000123989	NA	NA	NA	NA
Abhd14a	ENSMUSG00000042210	ABHD14A	ENSG00000248487	68644	-0.663152525	0.000994834	0.01032475
0610012G03Rik	ENSMUSG00000107002	NCBP2AS2	ENSG00000270170	106264	-0.555985147	0.001189306	0.011634739
Ticam1	ENSMUSG00000047123	TICAM1	ENSG00000127666	106759	-0.524167304	0.008748676	0.041425606
Mon1a	ENSMUSG00000032583	MON1A	ENSG00000164077	72825	-0.710286513	0.001494153	0.013395035
Pde5a	ENSMUSG00000053965	PDE5A	ENSG00000138735	242202	0.472663204	0.010819287	0.048038316
5031439G07Rik	ENSMUSG00000036046	KIAA0930	ENSG00000100364	223739	-0.453202671	0.003541614	0.022866157
Srsf3	ENSMUSG00000071172	SRSF3	ENSG00000112081	20383	0.495994272	0.001190562	0.011636914
Nmd3	ENSMUSG00000027787	NMD3	ENSG00000169251	97112	0.58012749	0.001008981	0.010423046
Vps4b	ENSMUSG00000009907	VPS4B	ENSG00000119541	20479	0.683295427	0.00046973	0.006628025
Ranbp2	ENSMUSG00000003226	RANBP2	ENSG00000153201	19386	0.819843644	2.24e-05	0.001132764
Mff	ENSMUSG00000026150	MFF	ENSG00000168958	75734	0.599279787	0.000161433	0.003694583
Gpx3	ENSMUSG00000018339	GPX3	ENSG00000211445	14778	-0.581257201	0.000184225	0.003973895
Pcnp	ENSMUSG00000071533	PCNP	ENSG00000081154	76302	0.626427758	0.000354193	0.005649022
Nr1h2	ENSMUSG00000060601	NR1H2	ENSG00000131408	22260	-0.801592528	3.45e-06	0.000377214
Siglec1	ENSMUSG00000027322	SIGLEC1	ENSG00000088827	20612	-1.002959634	1.49e-06	0.000227177
Aimp1	ENSMUSG00000028029	AIMP1	ENSG00000164022	13722	0.436035405	0.008105123	0.039236321
Tomm34	ENSMUSG00000018322	TOMM34	ENSG00000025772	67145	-0.402650029	0.003424741	0.022420108
Rmnd5a	ENSMUSG00000002222	RMND5A	ENSG00000153561	68477	0.546614018	0.004331893	0.026111945
Gpi1	ENSMUSG00000036427	GPI	ENSG00000105220	14751	-0.431222488	0.001102864	0.011077836
Mafb	ENSMUSG00000074622	MAFB	ENSG00000204103	16658	-0.456989652	0.002221566	0.017058293
Prrc2a	ENSMUSG00000024393	PRRC2A	ENSG00000204469	53761	-0.640718745	0.000147826	0.003534015
Crnkl1	ENSMUSG00000001767	CRNKL1	ENSG00000101343	66877	0.677144615	0.001035915	0.010632452
Polr2i	ENSMUSG00000019738	POLR2I	ENSG00000105258	69920	-0.590296942	0.000254546	0.004769024
Flrt3	ENSMUSG00000051379	FLRT3	ENSG00000125848	71436	0.637469515	0.00013282	0.003278406
Atf5	ENSMUSG00000038539	ATF5	ENSG00000169136	107503	-0.645411633	0.000637557	0.007932473
Lgalsl	ENSMUSG00000042363	LGALSL	ENSG00000119862	216551	0.425982185	0.0106535	0.047640354
Gli2	ENSMUSG00000048402	GLI2	ENSG00000074047	14633	-0.627609922	0.000119164	0.003105994
Gmppa	ENSMUSG00000033021	GMPPA	ENSG00000144591	69080	-0.590263436	0.00056893	0.007380353
B3gnt5	ENSMUSG00000022686	B3GNT5	ENSG00000176597	108105	0.700826432	0.002247555	0.017184274
Sphk2	ENSMUSG00000057342	SPHK2	ENSG00000063176	56632	-0.676992142	0.0004892	0.006768437
Rprd1a	ENSMUSG00000040446	RPRD1A	ENSG00000141425	225283	0.546659148	0.001229464	0.011913736
Rpl28	ENSMUSG00000030432	RPL28	ENSG00000108107	19943	-0.673033661	1.3e-06	0.000215128
Mast3	ENSMUSG00000031833	MAST3	ENSG00000099308	546071	-0.558780363	0.007281457	0.036749981
Thumpd3	ENSMUSG00000030264	THUMPD3	ENSG00000134077	14911	0.805502082	0.000956251	0.010114443
Egr1	ENSMUSG00000038418	EGR1	ENSG00000120738	13653	-0.819990553	1.13e-06	0.000202529
Pias2	ENSMUSG00000025423	PIAS2	ENSG00000078043	17344	0.537160068	0.004133568	0.025254461
Scaf4	ENSMUSG00000022983	SCAF4	ENSG00000156304	224432	-0.409063336	0.001565205	0.013738631
Ipo11	ENSMUSG00000042590	IPO11	ENSG00000086200	76582	0.411732021	0.003458443	0.022548971
Gpbp1	ENSMUSG00000032745	GPBP1	ENSG00000062194	73274	0.974542228	5.31e-06	0.000498333
Crtap	ENSMUSG00000032431	CRTAP	ENSG00000170275	56693	-0.477578339	0.000583534	0.007483591
Plac8	ENSMUSG00000029322	PLAC8	ENSG00000145287	231507	-0.434703045	0.007343451	0.036946941
Tbpl1	ENSMUSG00000071359	TBPL1	ENSG00000028839	237336	0.643020541	0.00111507	0.011147898
Lst1	ENSMUSG00000073412	LST1	ENSG00000204482	16988	-0.705462862	0.010123146	0.04608429
Csnk1a1	ENSMUSG00000024576	CSNK1A1	ENSG00000113712	93687	0.675308207	4.55e-05	0.001749502
Cyb5r4	ENSMUSG00000032872	CYB5R4	ENSG00000065615	266690	0.656375629	0.000442109	0.006426591
Klhl7	ENSMUSG00000028986	KLHL7	ENSG00000122550	52323	0.655132654	0.001054577	0.01073647
Mcoln1	ENSMUSG00000004567	MCOLN1	ENSG00000090674	94178	-0.499553863	0.000530239	0.007075044
Tbxa2r	ENSMUSG00000034881	TBXA2R	ENSG00000006638	21390	-0.865785416	0.001825695	0.01506746
Comt	ENSMUSG00000000326	COMT	ENSG00000093010	12846	-0.447373854	0.004022416	0.024800587
Npr3	ENSMUSG00000022206	NPR3	ENSG00000113389	18162	0.470848158	0.011417676	0.049692987
Man2b1	ENSMUSG00000005142	AC010422.3	ENSG00000269242	17159	-0.496537353	0.000662405	0.008080905
Man2b1	ENSMUSG00000005142	MAN2B1	ENSG00000104774	17159	-0.496537353	0.000662405	0.008080905
Man2b1	ENSMUSG00000005142	AC010422.5	ENSG00000269590	17159	-0.496537353	0.000662405	0.008080905
Mex3d	ENSMUSG00000048696	MEX3D	ENSG00000181588	237400	-0.554639341	0.001992583	0.015946331
Tshz2	ENSMUSG00000047907	TSHZ2	ENSG00000182463	228911	-0.345422733	0.010531831	0.047302917
Zc3h7b	ENSMUSG00000022390	ZC3H7B	ENSG00000100403	20286	-0.363985643	0.008918654	0.042018428
Gga1	ENSMUSG00000033128	GGA1	ENSG00000100083	106039	-0.619824324	0.000481175	0.006751122
Lyar	ENSMUSG00000067367	LYAR	ENSG00000145220	17089	0.594825814	0.001785765	0.014955291
Ppil1	ENSMUSG00000024007	PPIL1	ENSG00000137168	68816	-0.417991738	0.009528023	0.044103028
Ephb3	ENSMUSG00000005958	EPHB3	ENSG00000182580	13845	-0.54289668	0.002434149	0.018031922
Timm21	ENSMUSG00000024645	TIMM21	ENSG00000075336	67105	0.765520176	0.001128736	0.011217628
Pcmt1	ENSMUSG00000019795	PCMT1	ENSG00000120265	18537	0.36146457	0.011214741	0.049105241
Zfp292	ENSMUSG00000039967	ZNF292	ENSG00000188994	30046	0.640984604	0.000641451	0.007961772
Faim	ENSMUSG00000032463	FAIM	ENSG00000158234	23873	0.756642506	0.001880906	0.015386732
Ccdc97	ENSMUSG00000002608	CCDC97	ENSG00000142039	52132	-0.656914749	0.000330675	0.005519544
Senp6	ENSMUSG00000034252	SENP6	ENSG00000112701	215351	0.584142235	0.002786605	0.019709276
Tshz1	ENSMUSG00000046982	TSHZ1	ENSG00000179981	110796	-0.567174584	3.32e-05	0.001459863
Ndst1	ENSMUSG00000054008	NDST1	ENSG00000070614	15531	-0.409930689	0.003936815	0.024396556
Asf1a	ENSMUSG00000019857	ASF1A	ENSG00000111875	66403	0.625066115	0.0017864	0.014955291
Ccnc	ENSMUSG00000028252	CCNC	ENSG00000112237	51813	0.754055305	0.000520832	0.007015029
Kpna1	ENSMUSG00000022905	KPNA1	ENSG00000114030	16646	0.492834909	0.006529001	0.034323495
Cox7c	ENSMUSG00000017778	COX7C	ENSG00000127184	12867	0.44124306	0.003364974	0.022191182
Ell2	ENSMUSG00000001542	ELL2	ENSG00000118985	192657	0.565132759	0.000584757	0.007490746
Yae1d1	ENSMUSG00000075054	YAE1	ENSG00000241127	67008	0.597667475	0.007851112	0.038503273
Hif3a	ENSMUSG00000004328	HIF3A	ENSG00000124440	53417	-0.527915018	0.010774753	0.04795404
Cfap36	ENSMUSG00000020462	CFAP36	ENSG00000163001	216618	0.637102719	0.007155415	0.03644051
Smc4	ENSMUSG00000034349	SMC4	ENSG00000113810	70099	0.815183214	7.59e-05	0.002386024
E130309D02Rik	ENSMUSG00000039244	C7orf26	ENSG00000146576	231868	-0.543252131	0.003395585	0.022281055
Slc30a9	ENSMUSG00000029221	SLC30A9	ENSG00000014824	109108	0.665029135	0.000406114	0.006091825
Skp2	ENSMUSG00000054115	SKP2	ENSG00000145604	27401	0.453073333	0.00435511	0.026167845
Rab5a	ENSMUSG00000017831	RAB5A	ENSG00000144566	271457	1.139458076	1.84e-08	1.15e-05
Arfip1	ENSMUSG00000074513	ARFIP1	ENSG00000164144	NA	NA	NA	NA
Apoe	ENSMUSG00000002985	APOE	ENSG00000130203	11816	-0.700693471	5.81e-07	0.000139223
Rpf2	ENSMUSG00000038510	RPF2	ENSG00000197498	67239	0.950568903	4.85e-05	0.001792126
Itgav	ENSMUSG00000027087	ITGAV	ENSG00000138448	16410	0.550490213	0.005096317	0.029231323
Zfp335	ENSMUSG00000039834	ZNF335	ENSG00000198026	329559	-0.628273297	0.000813939	0.009178568
Rab10	ENSMUSG00000020671	RAB10	ENSG00000084733	19325	0.549459853	0.00193224	0.015651091
Adamts5	ENSMUSG00000022894	ADAMTS5	ENSG00000154736	23794	0.518259396	0.000616945	0.007770473
Cyb5r3	ENSMUSG00000018042	CYB5R3	ENSG00000100243	109754	-0.407061871	0.007966041	0.038830138
Cnn2	ENSMUSG00000004665	CNN2	ENSG00000064666	12798	-0.450791811	0.002299539	0.017389395
R3hdm4	ENSMUSG00000035781	R3HDM4	ENSG00000198858	109284	-0.488707876	0.001808273	0.015015603
Gpx8	ENSMUSG00000021760	GPX8	ENSG00000164294	69590	0.825369814	4.23e-05	0.001701616
Abce1	ENSMUSG00000058355	ABCE1	ENSG00000164163	24015	0.647126733	0.000270412	0.004967106
Ap3s1	ENSMUSG00000024480	AP3S1	ENSG00000177879	11777	0.57231796	0.002053294	0.016247426
Atp6v0e	ENSMUSG00000015575	ATP6V0E1	ENSG00000113732	11974	0.407004098	0.003350925	0.022171522
Polr3f	ENSMUSG00000027427	POLR3F	ENSG00000132664	70408	0.734944401	0.000161814	0.003695794
Bub1	ENSMUSG00000027379	BUB1	ENSG00000169679	12235	0.701592778	0.000332882	0.00552026
Pld3	ENSMUSG00000003363	PLD3	ENSG00000105223	18807	-0.566127232	0.000992945	0.01032475
Obsl1	ENSMUSG00000026211	OBSL1	ENSG00000124006	98733	-0.62339633	0.00087681	0.009594632
Rnf44	ENSMUSG00000034928	RNF44	ENSG00000146083	105239	-0.589788355	0.000211331	0.004293981
Zc3h15	ENSMUSG00000027091	ZC3H15	ENSG00000065548	69082	0.522542079	0.000450348	0.006486982
Sirpa	ENSMUSG00000037902	AL049634.2	ENSG00000260861	19261	-0.85349427	6.85e-08	3.22e-05
Sirpa	ENSMUSG00000037902	SIRPB1	ENSG00000101307	19261	-0.85349427	6.85e-08	3.22e-05
Sirpa	ENSMUSG00000037902	SIRPG	ENSG00000089012	19261	-0.85349427	6.85e-08	3.22e-05
Sirpa	ENSMUSG00000037902	SIRPA	ENSG00000198053	19261	-0.85349427	6.85e-08	3.22e-05
Brpf3	ENSMUSG00000063952	BRPF3	ENSG00000096070	268936	-0.486085283	0.000923084	0.009936834
Sacm1l	ENSMUSG00000025240	SACM1L	ENSG00000211456	83493	0.798085247	0.00014838	0.003539732
Ftl1	ENSMUSG00000050708	FTL	ENSG00000087086	NA	NA	NA	NA
Pik3ca	ENSMUSG00000027665	PIK3CA	ENSG00000121879	18706	0.510183349	0.006674951	0.034909406
Kbtbd2	ENSMUSG00000059486	KBTBD2	ENSG00000170852	210973	0.639090637	0.000368343	0.005776524
Bckdha	ENSMUSG00000060376	AC011462.1	ENSG00000255730	12039	-0.554383683	0.010789769	0.048001897
Bckdha	ENSMUSG00000060376	BCKDHA	ENSG00000248098	12039	-0.554383683	0.010789769	0.048001897
Ccnd3	ENSMUSG00000034165	CCND3	ENSG00000112576	12445	-0.397659171	0.006101416	0.0327464
Socs5	ENSMUSG00000037104	SOCS5	ENSG00000171150	56468	0.398688856	0.005776454	0.031421678
Yipf3	ENSMUSG00000071074	YIPF3	ENSG00000137207	28064	-0.508693698	0.004184167	0.025494439
Nelfa	ENSMUSG00000029111	NELFA	ENSG00000185049	24116	-0.425377425	0.006837418	0.035446281
Arpp21	ENSMUSG00000032503	ARPP21	ENSG00000172995	74100	-0.549122873	0.006462866	0.034117147
Rac2	ENSMUSG00000033220	RAC2	ENSG00000128340	19354	-0.937534475	1.54e-07	5.27e-05
Gm22123	ENSMUSG00000092885	MIR4657	ENSG00000284261	NA	NA	NA	NA
Mpp6	ENSMUSG00000038388	MPP6	ENSG00000105926	56524	0.887949001	4.8e-05	0.00178244
Slc35c2	ENSMUSG00000017664	SLC35C2	ENSG00000080189	228875	-0.627640561	0.000952784	0.010100817
Cabin1	ENSMUSG00000020196	CABIN1	ENSG00000099991	104248	-0.553623387	0.001095007	0.011018565
Nckipsd	ENSMUSG00000032598	NCKIPSD	ENSG00000213672	80987	-0.744170761	0.00063722	0.007932473
Scoc	ENSMUSG00000063253	SCOC	ENSG00000153130	56367	0.835628695	0.000271563	0.004972033
Dhx36	ENSMUSG00000027770	DHX36	ENSG00000174953	72162	0.749824572	0.000145705	0.003513137
Sec61g	ENSMUSG00000078974	SEC61G	ENSG00000132432	20335	0.605974901	0.000111128	0.002979757
Sh3bp2	ENSMUSG00000054520	SH3BP2	ENSG00000087266	24055	-0.634292453	0.003661888	0.023321753
Smarcad1	ENSMUSG00000029920	SMARCAD1	ENSG00000163104	13990	0.542305111	0.002521826	0.01848682
Igfbp3	ENSMUSG00000020427	IGFBP3	ENSG00000146674	16009	-0.639922352	9.18e-06	0.000700583
Fbln1	ENSMUSG00000006369	FBLN1	ENSG00000077942	14114	-0.573911057	0.000413701	0.006153599
Sar1b	ENSMUSG00000020386	SAR1B	ENSG00000152700	66397	1.059188136	1.81e-06	0.000254136
Irx1	ENSMUSG00000060969	IRX1	ENSG00000170549	16371	-0.536053503	0.002690978	0.019324242
Snrpa	ENSMUSG00000061479	SNRPA	ENSG00000077312	53607	-0.593860726	0.000201478	0.004179344
Rabl3	ENSMUSG00000022827	RABL3	ENSG00000144840	67657	0.646944832	0.001739866	0.014722674
Etf1	ENSMUSG00000024360	ETF1	ENSG00000120705	225363	0.884434621	1.88e-05	0.001019838
Commd10	ENSMUSG00000042705	COMMD10	ENSG00000145781	69456	0.527589769	0.001672569	0.014310891
Sbf1	ENSMUSG00000036529	SBF1	ENSG00000100241	77980	-0.473892631	0.007187354	0.036471207
Nudcd2	ENSMUSG00000020328	NUDCD2	ENSG00000170584	52653	0.489120476	0.001931703	0.015651091
Tmem165	ENSMUSG00000029234	TMEM165	ENSG00000134851	21982	0.473634828	0.003061596	0.020931129
Rasa1	ENSMUSG00000021549	RASA1	ENSG00000145715	218397	0.889252172	0.000126709	0.003202626
Fndc1	ENSMUSG00000071984	FNDC1	ENSG00000164694	68655	-0.786723213	2.2e-05	0.001128416
Uba2	ENSMUSG00000052997	UBA2	ENSG00000126261	50995	0.450823377	0.003031176	0.020798925
Ddx46	ENSMUSG00000021500	DDX46	ENSG00000145833	212880	0.599073143	0.000707242	0.00840924
Blvrb	ENSMUSG00000040466	BLVRB	ENSG00000090013	233016	-0.685083835	0.003725822	0.023614329
Dync1i2	ENSMUSG00000027012	DYNC1I2	ENSG00000077380	13427	0.420570282	0.00157745	0.013769061
Itga6	ENSMUSG00000027111	ITGA6	ENSG00000091409	16403	0.467925132	0.003351326	0.022171522
Ap2s1	ENSMUSG00000008036	AP2S1	ENSG00000042753	232910	-0.519709457	0.000847291	0.009408773
Cdc40	ENSMUSG00000038446	CDC40	ENSG00000168438	71713	0.478105589	0.002989739	0.020602485
Ttc33	ENSMUSG00000022151	TTC33	ENSG00000113638	67515	0.715699791	0.001094904	0.011018565
Gabpa	ENSMUSG00000008976	GABPA	ENSG00000154727	14390	0.802992796	3.13e-05	0.001406083
Zfp160	ENSMUSG00000067942	ZNF160	ENSG00000170949	224585	0.741026032	0.001567922	0.013738631
Zfp160	ENSMUSG00000067942	ZNF665	ENSG00000197497	224585	0.741026032	0.001567922	0.013738631
Gins1	ENSMUSG00000027454	GINS1	ENSG00000101003	69270	0.640550453	0.005137046	0.0293471
Nifk	ENSMUSG00000026377	NIFK	ENSG00000155438	67949	0.670630237	0.000181717	0.003964311
Ccnh	ENSMUSG00000021548	CCNH	ENSG00000134480	66671	0.640749593	0.000370467	0.005790249
Polrmt	ENSMUSG00000020329	POLRMT	ENSG00000099821	216151	-0.64809939	0.002115144	0.016493436
Lysmd3	ENSMUSG00000035840	LYSMD3	ENSG00000176018	80289	0.60295837	0.007781441	0.038261585
Slit3	ENSMUSG00000056427	SLIT3	ENSG00000184347	20564	-0.673703498	2.57e-06	0.000317604
Gmps	ENSMUSG00000027823	GMPS	ENSG00000163655	229363	0.508222376	0.003847111	0.024039104
Actr2	ENSMUSG00000020152	ACTR2	ENSG00000138071	66713	0.604264419	0.000211493	0.004293981
Mitd1	ENSMUSG00000026088	MITD1	ENSG00000158411	69028	1.016754941	9.91e-05	0.002818442
Zfp654	ENSMUSG00000047141	ZNF654	ENSG00000175105	72020	0.786624858	0.001608344	0.013975559
Mau2	ENSMUSG00000031858	MAU2	ENSG00000129933	74549	-0.490360174	0.004940846	0.028618274
Acp5	ENSMUSG00000001348	ACP5	ENSG00000102575	11433	-0.741554906	0.002149262	0.016678632
Fyttd1	ENSMUSG00000022800	FYTTD1	ENSG00000122068	69823	0.739015696	0.000305036	0.005373552
Dgcr2	ENSMUSG00000003166	DGCR2	ENSG00000070413	NA	NA	NA	NA
Manf	ENSMUSG00000032575	MANF	ENSG00000145050	74840	0.474301154	0.000531332	0.007080239
Brix1	ENSMUSG00000022247	BRIX1	ENSG00000113460	67832	0.854274946	3.93e-05	0.001633322
Ubr3	ENSMUSG00000044308	UBR3	ENSG00000144357	68795	0.619280226	0.00024016	0.004606813
Ndufb3	ENSMUSG00000026032	NDUFB3	ENSG00000119013	66495	0.531503895	0.005896532	0.031897081
Pdcd5	ENSMUSG00000030417	PDCD5	ENSG00000105185	56330	0.429444104	0.006864232	0.035536208
Skp1a	ENSMUSG00000036309	SKP1	ENSG00000113558	21402	0.724473674	0.000172312	0.003837721
Dmpk	ENSMUSG00000030409	DMPK	ENSG00000104936	13400	-0.539080667	0.002937674	0.020435497
Asnsd1	ENSMUSG00000026095	ASNSD1	ENSG00000138381	NA	NA	NA	NA
Asnsd1	ENSMUSG00000026095	AC012488.2	ENSG00000286165	NA	NA	NA	NA
Fyb	ENSMUSG00000022148	FYB1	ENSG00000082074	23880	-0.517997364	0.003589821	0.023000648
Mxd4	ENSMUSG00000037235	MXD4	ENSG00000123933	17122	-0.780824349	0.000694778	0.008309463
Clip3	ENSMUSG00000013921	CLIP3	ENSG00000105270	76686	-0.480251101	0.001734245	0.014693455
Map1s	ENSMUSG00000019261	MAP1S	ENSG00000130479	270058	-1.048473153	2.92e-07	8.64e-05
Iqcb1	ENSMUSG00000022837	IQCB1	ENSG00000173226	320299	0.717131127	0.003163487	0.021329857
C3	ENSMUSG00000024164	C3	ENSG00000125730	12266	-0.649259539	0.006369102	0.033708265
Pla2g6	ENSMUSG00000042632	PLA2G6	ENSG00000184381	53357	-0.490969587	0.01107303	0.048723063
Pip5k1c	ENSMUSG00000034902	PIP5K1C	ENSG00000186111	18717	-0.555646543	0.00120267	0.011718958
Casp8	ENSMUSG00000026029	CASP8	ENSG00000064012	12370	0.696915517	0.000306232	0.005373552
Gmcl1	ENSMUSG00000001157	GMCL1	ENSG00000087338	23885	0.534819125	0.005433684	0.030482229
Gmcl1	ENSMUSG00000001157	GMCL2	ENSG00000244234	23885	0.534819125	0.005433684	0.030482229
Hyal2	ENSMUSG00000010047	HYAL2	ENSG00000068001	15587	-0.49126147	0.007456723	0.037268291
Larp7	ENSMUSG00000027968	LARP7	ENSG00000174720	28036	0.700289921	0.000934128	0.01000788
0610010F05Rik	ENSMUSG00000042208	KIAA1841	ENSG00000162929	71675	0.732309703	0.000993671	0.01032475
Rbm38	ENSMUSG00000027510	RBM38	ENSG00000132819	56190	-0.692920843	0.001325528	0.012531858
Ap1m1	ENSMUSG00000003033	AP1M1	ENSG00000072958	11767	-0.421110746	0.007390957	0.037088317
Cetn3	ENSMUSG00000021537	CETN3	ENSG00000153140	12626	0.890336562	0.000117784	0.003077133
Mdga1	ENSMUSG00000043557	MDGA1	ENSG00000112139	74762	-0.774892429	0.00048246	0.006756836
Elfn1	ENSMUSG00000048988	ELFN1	ENSG00000225968	243312	-0.718612579	0.003316222	0.022026959
Tpx2	ENSMUSG00000027469	TPX2	ENSG00000088325	72119	0.471140887	0.000793328	0.009033903
Acvr2a	ENSMUSG00000052155	ACVR2A	ENSG00000121989	11480	0.615505242	0.001742924	0.014722674
Kmt2b	ENSMUSG00000006307	KMT2B	ENSG00000272333	75410	-0.555498385	0.001994953	0.015953063
Tomm70a	ENSMUSG00000022752	TOMM70	ENSG00000154174	28185	0.82129468	1.5e-05	0.000888214
Ssbp4	ENSMUSG00000070003	SSBP4	ENSG00000130511	76900	-0.56959551	0.010094074	0.045997276
Alg3	ENSMUSG00000033809	ALG3	ENSG00000214160	208624	-0.679558106	8.93e-05	0.002610394
Cyp1b1	ENSMUSG00000024087	CYP1B1	ENSG00000138061	13078	0.439945569	0.010029427	0.045795357
Ctxn1	ENSMUSG00000048644	CTXN1	ENSG00000178531	330695	-0.600254248	0.000508036	0.006900464
Hnrnpa2b1	ENSMUSG00000004980	HNRNPA2B1	ENSG00000122566	53379	0.393469685	0.003036829	0.020812351
Mfsd10	ENSMUSG00000001082	MFSD10	ENSG00000109736	68294	-0.743504498	1.11e-05	0.000768982
Stard7	ENSMUSG00000027367	STARD7	ENSG00000084090	99138	0.380279329	0.006989305	0.035903576
Ccng1	ENSMUSG00000020326	CCNG1	ENSG00000113328	12450	1.130556928	2.77e-08	1.64e-05
Slc35f5	ENSMUSG00000026342	SLC35F5	ENSG00000115084	74150	0.483769477	0.003461257	0.022554259
Spcs1	ENSMUSG00000021917	SPCS1	ENSG00000114902	69019	0.649365653	0.000278072	0.005050143
Ndufa7	ENSMUSG00000041881	AC010323.1	ENSG00000167774	66416	-0.485220394	0.004770992	0.02790094
Ndufa7	ENSMUSG00000041881	NDUFA7	ENSG00000267855	66416	-0.485220394	0.004770992	0.02790094
Klf7	ENSMUSG00000025959	KLF7	ENSG00000118263	93691	-0.47284065	0.011018992	0.048656412
Wdr33	ENSMUSG00000024400	WDR33	ENSG00000136709	74320	0.538278162	0.002673915	0.019238521
Osr1	ENSMUSG00000048387	OSR1	ENSG00000143867	23967	-0.442523207	0.009876644	0.045299799
Tcp1	ENSMUSG00000068039	TCP1	ENSG00000120438	21454	0.464052075	0.001171301	0.011544312
Zfp383	ENSMUSG00000099689	ZNF383	ENSG00000188283	73729	0.749831556	0.000914628	0.009880513
Pdlim7	ENSMUSG00000021493	PDLIM7	ENSG00000196923	67399	-0.639040369	0.000331605	0.005519544
Pmepa1	ENSMUSG00000038400	PMEPA1	ENSG00000124225	65112	-0.546732378	0.000299108	0.005312833
Ndufaf4	ENSMUSG00000028261	NDUFAF4	ENSG00000123545	68493	0.634229514	0.000600364	0.007627561
Eefsec	ENSMUSG00000033216	EEFSEC	ENSG00000132394	65967	-0.568830407	0.000775766	0.00892153
Dner	ENSMUSG00000036766	DNER	ENSG00000187957	227325	-0.527199965	0.005455482	0.030503837
Bmpr2	ENSMUSG00000067336	BMPR2	ENSG00000204217	12168	0.541310161	0.010728648	0.047805531
Nucb1	ENSMUSG00000030824	NUCB1	ENSG00000104805	18220	-0.444080379	0.002427001	0.018002656
Cdc14b	ENSMUSG00000033102	CDC14C	ENSG00000218305	218294	0.513769282	0.004035594	0.024838298
Ankrd39	ENSMUSG00000079610	ANKRD39	ENSG00000213337	NA	NA	NA	NA
Iqsec1	ENSMUSG00000034312	IQSEC1	ENSG00000144711	232227	-0.681495923	1.76e-06	0.000254136
Cand2	ENSMUSG00000030319	CAND2	ENSG00000144712	67088	-0.441767616	0.001231068	0.011919021
Hat1	ENSMUSG00000027018	HAT1	ENSG00000128708	107435	0.597092306	0.002225096	0.017067151
Ints1	ENSMUSG00000029547	INTS1	ENSG00000164880	68510	-0.599418533	0.002339322	0.017537131
Vapb	ENSMUSG00000054455	VAPB	ENSG00000124164	56491	-0.436298228	0.001414238	0.012936082
Fgfr1op	ENSMUSG00000069135	CEP43	ENSG00000213066	75296	0.563700113	0.003832852	0.02400329
Tram2	ENSMUSG00000041779	TRAM2	ENSG00000065308	170829	-0.514403088	0.006544472	0.034357883
Dimt1	ENSMUSG00000021692	DIMT1	ENSG00000086189	66254	0.47752925	0.007859762	0.038512151
Adat3	ENSMUSG00000113640	ADAT3	ENSG00000213638	NA	NA	NA	NA
Ppil4	ENSMUSG00000015757	PPIL4	ENSG00000131013	67418	0.900084485	2.66e-05	0.001263855
Ptov1	ENSMUSG00000038502	PTOV1	ENSG00000104960	84113	-0.550821379	0.000658227	0.008076865
Pxdn	ENSMUSG00000020674	PXDN	ENSG00000130508	69675	-0.45046769	0.001809865	0.015017665
Rad17	ENSMUSG00000021635	RAD17	ENSG00000152942	19356	0.633862943	0.001113995	0.011147898
Trib3	ENSMUSG00000032715	TRIB3	ENSG00000101255	228775	-0.556974616	0.005738121	0.031312598
Nt5c3	ENSMUSG00000029780	NT5C3A	ENSG00000122643	107569	0.902605434	3.88e-05	0.001620002
Mrpl47	ENSMUSG00000037531	MRPL47	ENSG00000136522	74600	0.686378927	0.000521754	0.00701906
Dlgap4	ENSMUSG00000061689	DLGAP4	ENSG00000080845	228836	-0.393206252	0.004069661	0.024972414
Cacng7	ENSMUSG00000069806	CACNG7	ENSG00000105605	81904	-0.568362883	0.009457907	0.043879537
Idua	ENSMUSG00000033540	IDUA	ENSG00000127415	15932	-0.668334073	0.000730916	0.008599905
Zfp426	ENSMUSG00000059475	ZNF426	ENSG00000130818	235028	0.496689494	0.006250717	0.033278048
Anapc4	ENSMUSG00000029176	ANAPC4	ENSG00000053900	52206	0.6303408	6.31e-05	0.002088549
Nectin3	ENSMUSG00000022656	NECTIN3	ENSG00000177707	58998	0.637776548	0.001047514	0.010693572
Rnf217	ENSMUSG00000063760	RNF217	ENSG00000146373	268291	0.462741323	0.007250781	0.036660886
Orc4	ENSMUSG00000026761	ORC4	ENSG00000115947	26428	1.063549987	1.34e-05	0.00083508
